title,price,location,area,bathrooms,bedrooms
2-Bedroom Duplex for Rent in a Quiet Area,,"Azaiba, Muscat•",120.0,3.0,2.0
Modern 2BR Apartment in Azaiba  Fully Furnished  Great Location!,,"Azaiba, Muscat•",100.0,3.0,2.0
اللاجار اليومي الاشخره,1111.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",222.0,2.0,2.0
Warehouse For rent,,"Ghala, Muscat•",525.0,,
2bhk at Bawshar Gubrah,230.0,"Al Ghubrah, Muscat•",110.0,3.0,2.0
roomfor rent ina flat for a single person for indians kerala,80.0,"Barka, Al Batinah•",352.0,2.0,1.0
Flat of 2 bed. in Qurum,240.0,"Qurum, Muscat•",110.0,2.0,2.0
Fully furnished 1 bedroom in Qurm (PDO),400.0,"Qurum, Muscat•",75.0,2.0,1.0
Fully furnished apartment in Qurum near PDO with pool & gym,,"Qurum, Muscat•",75.0,2.0,1.0
Room for Rent Rex Road,,"Ruwi, Muscat•",100.0,1.0,1.0
A modern and beautiful Apartment in Maabella close to the New Mall,,"Al Maabilah, Muscat•",100.0,2.0,2.0
room for rent available in ruwi near k. m treading.,90.0,"Ruwi, Muscat•",90.0,1.0,1.0
Sharing bed in a fully furnished upscale room,40.0,"Al Khuwair, Muscat•",130.0,2.0,3.0
غرف وشقق للايجار شعري أسبوعي يومي,170.0,"Al Khuwair, Muscat•",50.0,1.0,1.0
غرف وشقق للايجار,160.0,"Al Khuwair, Muscat•",50.0,1.0,1.0
fully furnished 2 bedroom and 1/2 apatment short or long term rent,,"Azaiba, Muscat•",160.0,3.0,3.0
للإيجار شقه واسعه دور أرضي,250.0,"Al Maabilah, Muscat•",140.0,3.0,3.0
استديو للايجار,50.0,"Salalah, Dhofar•",10.0,1.0,1.0
شقق للايجار,50.0,"Salalah, Dhofar•",58.0,1.0,2.0
شقق للايجار في المعبيلة بموقع ممتاز,140.0,"Al Maabilah, Muscat•",120.0,2.0,2.0
الخوير  بناء العربيه معرض الشامل للسيراميك,350.0,"Al Khuwair, Muscat•",90.0,1.0,1.0
مخازن للايجار  (  مكاتب و معرض  + مخزن ),700.0,"Al 'Awabi, Al Batinah•",700.0,,
شقة مؤثثة في الموج Fully furnished appartment in Almouj,850.0,"The Wave (Almouj), Muscat•",138.0,2.0,2.0
flat for rent 3 room,,"Salalah, Dhofar•",300.0,2.0,3.0
بناية الندى للشقق المفروشة,1111.0,"Salalah, Dhofar•",120.0,2.0,2.0
Shared Room Available - bedspace,25.0,"Mutrah, Muscat•",25.0,1.0,1.0
شقه للايجار,,"Al Maabilah, Muscat•",98.0,2.0,2.0
محل للايجار في مسقط مطرح خلف فندق مطرح,,"Mutrah, Muscat•",18.0,1.0,1.0
Room for rent for executive bachelor. . South Indian,75.0,"Azaiba, Muscat•",20.0,1.0,1.0
bad space for Man,40.0,"Bosher, Muscat•",17.0,1.0,1.0
House shiffting professional carpenter service,,"Al Mawaleh, Muscat•",95.0,3.0,2.0
Room for Rent in Alghoubra,100.0,"Al Ghubrah, Muscat•",150.0,1.0,1.0
compound villas for Rest,630.0,"Qurum, Muscat•",300.0,4.0,4.0
منزل جديد في صحلنوت الشمالية، سنة البناء 2025,100.0,"Salalah, Dhofar•",400.0,4.0,4.0
محل تجاري للإيجار في المعبيلة الجنوبية,,"Al Maabilah, Muscat•",30.0,,
خلو محل جاهز بموقع مميز – مقابل مسجد خديجة بجانب مطعم البيت الدجاج,150.0,"Al Buraimi, Al Buraimi•",20.0,,
Flat or Room for rent. Nice and clean flat and room for rent.,,"Al Hamriyah, Muscat•",1000.0,2.0,4.0
شقق وغرف للايجار Apartments and rooms for rent,100.0,"Al Khuwair, Muscat•",20.0,1.0,1.0
"ROOM FOR RENT FURNISHED FOR MUSLIM INDIAN OR BANGLADESHI,",,"Al Hamriyah, Muscat•",1000.0,1.0,1.0
محلات ومكاتب للايجار,,"Al Amarat, Muscat•",45.0,,
غرف ايجار يومي ٦ ريال فقط,100.0,"Al Seeb, Muscat•",10.0,1.0,1.0
شقق للايجار في الموالح  الجنوبيه,250.0,"Al Mawaleh, Muscat•",170.0,3.0,4.0
المعبيلة الجنوبية (حلة الزعفرانية),,"Al Maabilah, Muscat•",120.0,3.0,3.0
منزل للإجار اليومي,50.0,"Salalah, Dhofar•",635.0,2.0,3.0
Beauty Salon for rent in Al khuwair 33,,"Al Khuwair, Muscat•",1100.0,,
Room for rent for familiesغرف في الخوض الاجار عوائل,80.0,"Al Khoud, Muscat•",222.0,1.0,1.0
Apartment for rent (FAMILIES ONLY),290.0,"Sur, Al Sharqiya•",10.0,2.0,3.0
Semi Furnished room for rent,,"Al Khuwair, Muscat•",22.0,1.0,1.0
Ladies Tailoring Shop for Sale – Walja,10.0,"Ruwi, Muscat•",18.0,,
Al aziba brand new villa 5+2,,"Azaiba, Muscat•",370.0,7.0,5.0
Deluxe 1BHK apartment for rent in Muscat Hills Avenues,300.0,"Muscat Hills, Muscat•",70.0,2.0,1.0
Bed space room,25.0,"Al Hamriyah, Muscat•",100.0,1.0,2.0
بركاء / مزرع الحرادي,450.0,"Barka, Al Batinah•",300.0,5.0,4.0
فلل وبيوت وشقق للإيجار في صلاله,50.0,"Salalah, Dhofar•",800.0,4.0,4.0
flate for rent,75.0,"Al Wadi Al Kabir, Muscat•",30.0,1.0,1.0
للاجار اليومي غرفة ومطبخ وحمام,15.0,"Salalah, Dhofar•",20.0,1.0,1.0
صلاله,50.0,"Salalah, Dhofar•",200.0,1.0,2.0
new villa rent ambar,250.0,"Sohar, Al Batinah•",200.0,4.0,3.0
محل للإيجار في أبراج المهلب ( الأنصب ),,"Ansab, Muscat•",33.0,,
محلات للايجار - وادي اللوامي,200.0,"Al Seeb, Muscat•",68.0,,
للايجار شقه في دارسيت,180.0,"Darsait, Muscat•",80.0,3.0,2.0
شقق الايجار اليومي عوائل 20 ريال VIP,50.0,"Al Maabilah, Muscat•",96.0,2.0,2.0
شقق غير مفروشة للايجار المعبيلة الجنوبية بالقرب من عرب سويت,,"Al Maabilah, Muscat•",80.0,2.0,1.0
single room with attached bath,75.0,"Al Seeb, Muscat•",20.0,1.0,1.0
محل للإيجار في الخوض,500.0,"Al Khoud, Muscat•",80.0,,
استيديو للايجار اليومي,50.0,"Salalah, Dhofar•",50.0,1.0,1.0
غرفه وحمام بفيلا بالقرم مقابل الحديقه مفروش جزئيا,75.0,"Qurum, Muscat•",45.0,1.0,1.0
makthabi wattaya,250.0,"Ruwi, Muscat•",75.0,,
غرفه وحمام بفيلا بالغبره خلف التمام قريب البحر ويوجد العذيبه والخوير,110.0,"Al Ghubrah, Muscat•",55.0,1.0,1.0
فيلا للايجار اليومي في صحلنوت فرش جديد وراقي جدا,120.0,"Salalah, Dhofar•",300.0,6.0,5.0
Single Bedroom,,"Azaiba, Muscat•",100.0,1.0,1.0
Room available Al khuwair behind K M please call,90.0,"Muscat - Other, Muscat•",30.0,1.0,1.0
متوفره إلى تاريخ 25 السعاده  فله  3 غرف وصاله و3 دورات مياه ومطبخ,60.0,"Salalah, Dhofar•",300.0,3.0,3.0
Two Bedroom apartment Darsait (ONE MONTH FREE),160.0,"Darsait, Muscat•",75.0,2.0,2.0
2BHK for rent in Al Khuwair. 1 month FREE.,230.0,"Al Khuwair, Muscat•",100.0,2.0,2.0
room for rent with electric and water 75ro,75.0,"Al Hamriyah, Muscat•",240.0,2.0,2.0
شقة للايجار الخوض 6 للعوائل,210.0,"Al Khoud, Muscat•",150.0,2.0,3.0
استراحة الدرر للإيجار اليومي,,"Suwaiq, Al Batinah•",1400.0,2.0,2.0
شقة للايجار في مسقط عند قصر العلم وفي مطرح,140.0,"Mutrah, Muscat•",70.0,2.0,2.0
بالسعادة الشمالية واتس99467767 أسبوع اليوم 65 ريال وأكثر منه اليوم ب60,65.0,"Salalah, Dhofar•",300.0,3.0,5.0
family sharing room,150.0,"Ghala, Muscat•",100.0,1.0,1.0
بيت لايجار نظيف جدا فيه حوش واسع وبناء حديث وموقع ممتاز,,"Suwaiq, Al Batinah•",200.0,2.0,3.0
2BHK apartment for rent falaj,,"Sohar, Al Batinah•",125.0,2.0,2.0
1250 sqm coverd wherehouse for rent,,"Sohar, Al Batinah•",1250.0,,
wherehouse for rent ohi sanya,,"Sohar, Al Batinah•",1000.0,,
4bhk villa for rent falaj Al qabial,,"Sohar, Al Batinah•",250.0,4.0,4.0
An apartment for rent in in Al Khoud phase7 near Al Amri shopping cent,180.0,"Al Khoud, Muscat•",95.0,2.0,2.0
شقة للإيجار في الخوض السابعة بالقرب من مجمع العامري ومركز السيب الصحي,180.0,"Al Khoud, Muscat•",95.0,2.0,2.0
"near supermarket and hotel, hospital",60.0,"Al Wadi Al Kabir, Muscat•",5413.0,1.0,1.0
منزل للإجار في العامرات السادسة,400.0,"Al Amarat, Muscat•",467.0,8.0,6.0
flat for rent with furniture,340.0,"Al Ghubrah, Muscat•",85.0,2.0,2.0
Room for rent,,"Al Khuwair, Muscat•",80.0,1.0,1.0
darsit,250.0,"Darsait, Muscat•",100.0,3.0,2.0
أرض زراعية للاستثمار ولاية العامرات المنظرية,350.0,"Al Amarat, Muscat•",4000.0,,
Villa for daily rent 30 riyals استراحة فيلا الدار للايجار اليومي,,"Barka, Al Batinah•",730.0,4.0,4.0
نزوى الصقرية,100.0,"Nizwa, Al Dakhiliya•",120.0,2.0,3.0
عرفة للايجار في صحنوت الجنوبية,15.0,"Salalah, Dhofar•",30.0,1.0,1.0
Ready to move in elegant offices in Qurm Business District,,"Qurum, Muscat•",850.0,,
فرصــة ذهبيــة لإستئجــار محــلات تجــارية فــي العــامرات!,,"Al Amarat, Muscat•",60.0,,
محلات لايجار بالمعبيلة شارع النزهه,180.0,"Al Maabilah, Muscat•",37.0,,
سهل اتين (نجر),50.0,"Salalah, Dhofar•",300.0,,
Daily rent 10 omr Sohar,10.0,"Sohar, Al Batinah•",100.0,1.0,1.0
امتداد عوقد الشمالية,55.0,"Salalah, Dhofar•",200.0,2.0,3.0
room for rent 100rial,,"Al Maabilah, Muscat•",600.0,10.0,10.0
Luxurious 2+1BHK for RENT in Lamar Ghubra south,500.0,"Al Ghubrah, Muscat•",108.0,3.0,2.0
3BHK FOR RENT IN SOHAR Al Multaqa,110.0,"Sohar, Al Batinah•",100.0,2.0,3.0
ڤيلا جديده للإيجار في المعبيله الثامنه,550.0,"Al Maabilah, Muscat•",500.0,6.0,5.0
Executive Room for Rent,100.0,"Al Ghubrah, Muscat•",30.0,1.0,1.0
محلات للإيجار Shops for rent,60.0,"Sumail, Al Dakhiliya•",150.0,,
محل للإيجار في مدينة سندان الصناعية اول شهرين مجانا,,"Barka, Al Batinah•",70.0,,
"For lovers of  Azaiba North , near Al-Meera Market and Dragon Markets,",,"Azaiba, Muscat•",80.0,1.0,1.0
furnished rooms available for an executive male bachelors in ghubrah,130.0,"Al Ghubrah, Muscat•",20.0,1.0,1.0
Room for single or Married Couple,70.0,"Barka, Al Batinah•",110.0,1.0,1.0
Work Shop / Office for Rent,,"Qurum, Muscat•",100.0,,
Apartment,,"Al Ghubrah, Muscat•",150.0,2.0,2.0
محلات تجارية للإيجار في البريمي,,"Al Buraimi, Al Buraimi•",64.0,,
Offices  For Rent - Facting to Sultan Qaboos Street - Wattayah Signal,,"Qurum, Muscat•",15.0,,
Room for sharing - Ruwi Rex road,55.0,"Ruwi, Muscat•",100.0,1.0,1.0
room for rent 100 rial,90.0,"Al Maabilah, Muscat•",600.0,10.0,10.0
Brand new studio in ohi sanaiya sohar (98101664),70.0,"Sohar, Al Batinah•",50.0,1.0,1.0
شاليه المودة مسقط,,"Al Amarat, Muscat•",350.0,2.0,2.0
شاليهات هيلز صلالة,50.0,"Salalah, Dhofar•",150.0,4.0,4.0
شقة للايجار في صلالة عوقد مفروشة نظيفة جدا للايجار اليومي بالخريف,180.0,"Salalah, Dhofar•",130.0,2.0,2.0
transport availabile for rent,10.0,"Al Maabilah, Muscat•",22.0,,
From the Owner: Furnished Studio in Alkhuwair من المالك أستوديو مفروش,190.0,"Al Khuwair, Muscat•",90.0,1.0,1.0
صلاله سعاده شمالي جنب مسجد شنفري,10.0,"Salalah, Dhofar•",12.0,1.0,1.0
صلاله سعاده شماليه,15.0,"Salalah, Dhofar•",35.0,1.0,1.0
Room for Rent – Ideal for Bachelor/Solo Occupant Only.,,"Al Ghubrah, Muscat•",50.0,1.0,1.0
الخريف شقة للايجار اليوم  لتواصل ع الرقم بالاسفل,50.0,"Salalah, Dhofar•",120.0,2.0,2.0
Room rent/Bedspace available for Pakistani near Barka Market ruwi,20.0,"Ruwi, Muscat•",20.0,2.0,1.0
شقق للايجار في خريف صلالة,,"Salalah, Dhofar•",400.0,2.0,2.0
Apartment for rent,,"Al Wadi Al Kabir, Muscat•",30.0,1.0,1.0
مطلوب بنايات للإدارة في مسقط,100.0,"Al Khoud, Muscat•",1000.0,,
غرف مؤثثة للإيجار للموظفات,45.0,"Al Khoud, Muscat•",20.0,1.0,1.0
ارض زراعيه في ولاية عبري المرتفع للايجار بها غرفة مع دورة مياة,,"Ibri, Al Dhahirah•",1000.0,,
مخزن للايجار في صناعية الطيب ولاية عبري مع محل وغرفة في وسط صناعية,,"Ibri, Al Dhahirah•",100.0,,
Single room for rent,,"Ruwi, Muscat•",63.0,1.0,2.0
سفالة ولاية إبرا قرب سوق الولايه,,"Ibra, Al Sharqiya•",210.0,2.0,4.0
للإيجار شقه للعوائل  بالمعبيله,170.0,"Al Maabilah, Muscat•",133.0,3.0,3.0
bed space & Room,40.0,"Al Khuwair, Muscat•",150.0,2.0,3.0
شقق مفروشة ومجهزة بالكامل الغبرة الشمالية,,"Al Ghubrah, Muscat•",120.0,3.0,2.0
آپارتمان های کاملا مبله در غبره شمالی، جنب امارات مارکت,390.0,"Al Ghubrah, Muscat•",120.0,3.0,2.0
one separate Room with attached Bathroom available for rent,100.0,"Al Khuwair, Muscat•",60.0,1.0,1.0
غرفة للايجار,80.0,"Al Maabilah, Muscat•",10.0,1.0,1.0
3 Bedrooms Apartment for Rent in Almeria East.,950.0,"The Wave (Almouj), Muscat•",200.0,3.0,3.0
4 Bedrooms Villa for Rent in Wave Muscat Almouj,2500.0,"The Wave (Almouj), Muscat•",333.0,5.0,4.0
Room for rent,90.0,"Al Hail, Muscat•",50.0,1.0,1.0
"Part of a twin villa , located in Qurum Near PDO Office",,"Qurum, Muscat•",270.0,5.0,4.0
المسفاه٦ صناعي مساحه ١٠٠٠م,900.0,"Misfah, Muscat•",1000.0,,
شقه شيرنج  بوشر شارع المها,35.0,"Bosher, Muscat•",95.0,2.0,1.0
villa for rent dhariz Salalah 99389557,,"Salalah, Dhofar•",1800.0,5.0,5.0
2BHK flat in Quorum,390.0,"Qurum, Muscat•",110.0,2.0,2.0
luxury apartment in Qurum near PDO,350.0,"Qurum, Muscat•",70.0,2.0,1.0
للإيجار  فيلا دورين  عوقد مربع ج  يومي في الخريف,85.0,"Salalah, Dhofar•",250.0,5.0,5.0
Bait Al Taqdeer 3 BHK Duplex Flat For Rent,550.0,"Ruwi, Muscat•",200.0,4.0,3.0
غرف للأيجار بالخوص السادسه شامل  بأسعار تنافسيه جداً,,"Al Khoud, Muscat•",20.0,10.0,3.0
Ruwi Complex 1 BHK Flat For Rent,275.0,"Ruwi, Muscat•",80.0,2.0,1.0
Bed space in front of mall of oman,45.0,"Bosher, Muscat•",20.0,1.0,1.0
شقه مفروشه للايجار الشهري واليومي,220.0,"Al Maabilah, Muscat•",90.0,2.0,2.0
bedspace,30.0,"Al Maabilah, Muscat•",400.0,2.0,2.0
شقة فالعامرات جميع الخدمات متوفره,150.0,"Al Amarat, Muscat•",140.0,3.0,3.0
فيلاا للايجار اليومي في خريف ظفار 2025,100.0,"Salalah, Dhofar•",600.0,5.0,5.0
big room avalaible with attach bathroom for small families or bachelor,120.0,"Qurum, Muscat•",120.0,1.0,1.0
bed space available,,"Al Ghubrah, Muscat•",126.0,1.0,1.0
Apartment for rent in boshar,,"Bosher, Muscat•",90.0,2.0,2.0
غرفة للايجار اليوم ، بوشر,10.0,"Bosher, Muscat•",20.0,1.0,1.0
Room For Rent / (92924350),,"Al Duqum, Al Wusta•",190.0,1.0,1.0
Room For Rent,,"Al Duqum, Al Wusta•",195.0,1.0,1.0
غرفه للايجار اليومي,15.0,"Salalah, Dhofar•",16.0,1.0,1.0
غرفة ضمن شقة مع حمام داخلي في العامرات خلف مركز الجملة واللولو,80.0,"Al Amarat, Muscat•",15.0,1.0,1.0
Garage For Rent,,"Muscat Hills, Muscat•",1000.0,,
شقه للايجار اليومي,50.0,"Salalah, Dhofar•",250.0,1.0,2.0
غرفه للايجار الشهري,65.0,"Al Amarat, Muscat•",25.0,1.0,1.0
beautiful restaurant in Sifa resort,600.0,"Al Sifah, Muscat•",600.0,,
Shops for rent,90.0,"Al Buraimi, Al Buraimi•",64.0,,
شقة بوشر,350.0,"Bosher, Muscat•",53.0,1.0,
شقق لايجار الشهري شامل الانترنت,230.0,"Al Maabilah, Muscat•",85.0,2.0,2.0
flat for rent on 18 nov road,250.0,"Al Ghubrah, Muscat•",166.0,2.0,2.0
غرفة للإيجار الشهري مؤثثة بالمعبيلة,110.0,"Al Maabilah, Muscat•",25.0,1.0,1.0
Furnished room for monthly rent in Maabaila,110.0,"Al Maabilah, Muscat•",25.0,1.0,1.0
modern villa near wave very nice house,700.0,"Al Mawaleh, Muscat•",300.0,4.0,4.0
sigle  furnished room for rent,,"Al Khuwair, Muscat•",50.0,1.0,1.0
amazing house in Madinat sultan 3 bedroom,555.0,"Madinat As Sultan Qaboos, Muscat•",300.0,3.0,3.0
ارض فضاء الرسيل الصناعية للايجار بموقع مميز ومساحه واسعه,10500.0,"Al Rusayl, Muscat•",7000.0,,
ارض فضاء في المسفاه منطقه هادئه ومساحة واسعه,4800.0,"Misfah, Muscat•",6000.0,,
bachelor accommodation available,,"Nizwa, Al Dakhiliya•",15.0,1.0,1.0
villa of 9 rooms rent in amerat number 5,,"Al Amarat, Muscat•",450.0,6.0,9.0
غرف للايجار الخوير,150.0,"Al Khuwair, Muscat•",40.0,1.0,1.0
ROOM FOR RENT 120,120.0,"Al Ghubrah, Muscat•",300.0,1.0,1.0
شقق مفروشه للايجار رجاءاقرأ الوصف Apartments for Rent Read Description,100.0,"Salalah, Dhofar•",120.0,3.0,2.0
شقه للايجار اليومي,,"Salalah, Dhofar•",250.0,4.0,4.0
single Room,,"Madinat As Sultan Qaboos, Muscat•",12.0,1.0,1.0
للايجار في موقع ممتاز المحج بالقرب من ممشى العامرات For Rent Big house,343.0,"Al Amarat, Muscat•",600.0,6.0,5.0
Furnished Room for Rent (Not for Omani and Arabic ),,"Al Hail, Muscat•",123.0,1.0,1.0
1 BHK Family/Bachelor Flat Available – Prime Location Al Ghubra,110.0,"Al Ghubrah, Muscat•",150.0,1.0,2.0
العامرات الثالثه,180.0,"Al Amarat, Muscat•",140.0,3.0,3.0
مسقط العذيبة,170.0,"Azaiba, Muscat•",40.0,1.0,1.0
غرفه للايجار الشهري ماثثه بالكامل,110.0,"Nizwa, Al Dakhiliya•",60.0,1.0,1.0
يوجد لدينا غرف وشقق للايجار اليومي,90.0,"Salalah, Dhofar•",50.0,4.0,3.0
شقق للايجار فترة خريف,999.0,"Salalah, Dhofar•",100.0,4.0,3.0
Al Khuwair 1 BHK Flat for Rent Available Near Sagar Polyclinic,170.0,"Al Khuwair, Muscat•",90.0,1.0,1.0
فيلل واستراحات وشقق وغرف إيجار يومي خريف صلالة ٢٠٢٥,50.0,"Salalah, Dhofar•",120.0,2.0,2.0
Ghobra - Furnished room for Working ladies - 80  rial family 120 rial,,"Al Ghubrah, Muscat•",100.0,1.0,1.0
صناعيه السويق للايجار  99256919 مسورة,200.0,"Suwaiq, Al Batinah•",1200.0,,
شالية ولا اروع صف أول البحر مرباط فقط ب٤٠,50.0,"Salalah, Dhofar•",286.0,4.0,3.0
شقق للايجار اليومي,50.0,"Salalah, Dhofar•",100.0,1.0,2.0
فلة  للإيجار اليومي في صحلنوت الشمالية د,75.0,"Salalah, Dhofar•",245.0,3.0,3.0
standalone classic house in hail noth,,"Al Hail, Muscat•",700.0,4.0,5.0
bed space,35.0,"Al Ghubrah, Muscat•",10.0,1.0,1.0
شقق العوائل في الخوض و الموالح موقع مميز بالقرب الخدمات مساحات واسعة,220.0,"Al Khoud, Muscat•",130.0,3.0,3.0
spacious flat near Al fair in Azaiba near 18th Nov st,500.0,"Azaiba, Muscat•",150.0,2.0,2.0
